Source Name	Material Type	Characteristics[Organism]	Characteristics[Population]	Characteristics[CellType]	Characteristics[Observation]	Characteristics[Individual]	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Protocol REF	Hybridization Name	Array Design REF	Protocol REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Normalization Name	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]	Factor Value[INDIVIDUAL]	Factor Value[POPULATION]	Factor Value[SIGNAL]
NA19779	cell	Homo sapiens	HapMap MEX	lymphoblastoid	american	NA19779	P-MTAB-13849	NA19779	total_RNA	P-MTAB-13850	NA19779	biotin	P-MTAB-13851	NA19779_1_1	A-MEXP-930	P-MTAB-13852	MEX.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA19779	MEX_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA19779	HapMap MEX	HIGH
NA19779	cell	Homo sapiens	HapMap MEX	lymphoblastoid	american	NA19779	P-MTAB-13849	NA19779	total_RNA	P-MTAB-13850	NA19779	biotin	P-MTAB-13851	NA19779_2_1	A-MEXP-930	P-MTAB-13852	MEX.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA19779	MEX_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA19779	HapMap MEX	HIGH
NA19780	cell	Homo sapiens	HapMap MEX	lymphoblastoid	american	NA19780	P-MTAB-13849	NA19780	total_RNA	P-MTAB-13850	NA19780	biotin	P-MTAB-13851	NA19780_1_1	A-MEXP-930	P-MTAB-13852	MEX.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA19780	MEX_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA19780	HapMap MEX	HIGH
NA19780	cell	Homo sapiens	HapMap MEX	lymphoblastoid	american	NA19780	P-MTAB-13849	NA19780	total_RNA	P-MTAB-13850	NA19780	biotin	P-MTAB-13851	NA19780_2_1	A-MEXP-930	P-MTAB-13852	MEX.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA19780	MEX_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA19780	HapMap MEX	HIGH
NA19782	cell	Homo sapiens	HapMap MEX	lymphoblastoid	american	NA19782	P-MTAB-13849	NA19782	total_RNA	P-MTAB-13850	NA19782	biotin	P-MTAB-13851	NA19782_1_1	A-MEXP-930	P-MTAB-13852	MEX.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA19782	MEX_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA19782	HapMap MEX	HIGH
NA19782	cell	Homo sapiens	HapMap MEX	lymphoblastoid	american	NA19782	P-MTAB-13849	NA19782	total_RNA	P-MTAB-13850	NA19782	biotin	P-MTAB-13851	NA19782_2_1	A-MEXP-930	P-MTAB-13852	MEX.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA19782	MEX_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA19782	HapMap MEX	HIGH
NA19783	cell	Homo sapiens	HapMap MEX	lymphoblastoid	american	NA19783	P-MTAB-13849	NA19783	total_RNA	P-MTAB-13850	NA19783	biotin	P-MTAB-13851	NA19783_1_1	A-MEXP-930	P-MTAB-13852	MEX.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA19783	MEX_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA19783	HapMap MEX	HIGH
NA19783	cell	Homo sapiens	HapMap MEX	lymphoblastoid	american	NA19783	P-MTAB-13849	NA19783	total_RNA	P-MTAB-13850	NA19783	biotin	P-MTAB-13851	NA19783_2_1	A-MEXP-930	P-MTAB-13852	MEX.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA19783	MEX_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA19783	HapMap MEX	HIGH
NA19794	cell	Homo sapiens	HapMap MEX	lymphoblastoid	american	NA19794	P-MTAB-13849	NA19794	total_RNA	P-MTAB-13850	NA19794	biotin	P-MTAB-13851	NA19794_1_1	A-MEXP-930	P-MTAB-13852	MEX.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA19794	MEX_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA19794	HapMap MEX	HIGH
NA19794	cell	Homo sapiens	HapMap MEX	lymphoblastoid	american	NA19794	P-MTAB-13849	NA19794	total_RNA	P-MTAB-13850	NA19794	biotin	P-MTAB-13851	NA19794_2_1	A-MEXP-930	P-MTAB-13852	MEX.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA19794	MEX_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA19794	HapMap MEX	HIGH
NA19795	cell	Homo sapiens	HapMap MEX	lymphoblastoid	american	NA19795	P-MTAB-13849	NA19795	total_RNA	P-MTAB-13850	NA19795	biotin	P-MTAB-13851	NA19795_1_1	A-MEXP-930	P-MTAB-13852	MEX.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA19795	MEX_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA19795	HapMap MEX	HIGH
NA19795	cell	Homo sapiens	HapMap MEX	lymphoblastoid	american	NA19795	P-MTAB-13849	NA19795	total_RNA	P-MTAB-13850	NA19795	biotin	P-MTAB-13851	NA19795_2_1	A-MEXP-930	P-MTAB-13852	MEX.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.1.zip	P-MTAB-13853	NA19795	MEX_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA19795	HapMap MEX	HIGH
NA21295	cell	Homo sapiens	HapMap MKK	lymphoblastoid	african	NA21295	P-MTAB-13849	NA21295	total_RNA	P-MTAB-13850	NA21295	biotin	P-MTAB-13851	NA21295_1_1	A-MEXP-930	P-MTAB-13852	MKK.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA21295	MKK_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21295	HapMap MKK	HIGH
NA21295	cell	Homo sapiens	HapMap MKK	lymphoblastoid	african	NA21295	P-MTAB-13849	NA21295	total_RNA	P-MTAB-13850	NA21295	biotin	P-MTAB-13851	NA21295_2_1	A-MEXP-930	P-MTAB-13852	MKK.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA21295	MKK_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21295	HapMap MKK	HIGH
NA21297	cell	Homo sapiens	HapMap MKK	lymphoblastoid	african	NA21297	P-MTAB-13849	NA21297	total_RNA	P-MTAB-13850	NA21297	biotin	P-MTAB-13851	NA21297_1_1	A-MEXP-930	P-MTAB-13852	MKK.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA21297	MKK_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21297	HapMap MKK	HIGH
NA21297	cell	Homo sapiens	HapMap MKK	lymphoblastoid	african	NA21297	P-MTAB-13849	NA21297	total_RNA	P-MTAB-13850	NA21297	biotin	P-MTAB-13851	NA21297_2_1	A-MEXP-930	P-MTAB-13852	MKK.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA21297	MKK_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21297	HapMap MKK	HIGH
NA21300	cell	Homo sapiens	HapMap MKK	lymphoblastoid	african	NA21300	P-MTAB-13849	NA21300	total_RNA	P-MTAB-13850	NA21300	biotin	P-MTAB-13851	NA21300_1_1	A-MEXP-930	P-MTAB-13852	MKK.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA21300	MKK_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21300	HapMap MKK	HIGH
NA21300	cell	Homo sapiens	HapMap MKK	lymphoblastoid	african	NA21300	P-MTAB-13849	NA21300	total_RNA	P-MTAB-13850	NA21300	biotin	P-MTAB-13851	NA21300_2_1	A-MEXP-930	P-MTAB-13852	MKK.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA21300	MKK_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21300	HapMap MKK	HIGH
NA21301	cell	Homo sapiens	HapMap MKK	lymphoblastoid	african	NA21301	P-MTAB-13849	NA21301	total_RNA	P-MTAB-13850	NA21301	biotin	P-MTAB-13851	NA21301_1_1	A-MEXP-930	P-MTAB-13852	MKK.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA21301	MKK_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21301	HapMap MKK	HIGH
NA21301	cell	Homo sapiens	HapMap MKK	lymphoblastoid	african	NA21301	P-MTAB-13849	NA21301	total_RNA	P-MTAB-13850	NA21301	biotin	P-MTAB-13851	NA21301_2_1	A-MEXP-930	P-MTAB-13852	MKK.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA21301	MKK_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21301	HapMap MKK	HIGH
NA21303	cell	Homo sapiens	HapMap MKK	lymphoblastoid	african	NA21303	P-MTAB-13849	NA21303	total_RNA	P-MTAB-13850	NA21303	biotin	P-MTAB-13851	NA21303_1_1	A-MEXP-930	P-MTAB-13852	MKK.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA21303	MKK_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21303	HapMap MKK	HIGH
NA21303	cell	Homo sapiens	HapMap MKK	lymphoblastoid	african	NA21303	P-MTAB-13849	NA21303	total_RNA	P-MTAB-13850	NA21303	biotin	P-MTAB-13851	NA21303_2_1	A-MEXP-930	P-MTAB-13852	MKK.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA21303	MKK_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21303	HapMap MKK	HIGH
NA21306	cell	Homo sapiens	HapMap MKK	lymphoblastoid	african	NA21306	P-MTAB-13849	NA21306	total_RNA	P-MTAB-13850	NA21306	biotin	P-MTAB-13851	NA21306_1_1	A-MEXP-930	P-MTAB-13852	MKK.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA21306	MKK_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21306	HapMap MKK	HIGH
NA21306	cell	Homo sapiens	HapMap MKK	lymphoblastoid	african	NA21306	P-MTAB-13849	NA21306	total_RNA	P-MTAB-13850	NA21306	biotin	P-MTAB-13851	NA21306_2_1	A-MEXP-930	P-MTAB-13852	MKK.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA21306	MKK_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21306	HapMap MKK	HIGH
NA21307	cell	Homo sapiens	HapMap MKK	lymphoblastoid	african	NA21307	P-MTAB-13849	NA21307	total_RNA	P-MTAB-13850	NA21307	biotin	P-MTAB-13851	NA21307_1_1	A-MEXP-930	P-MTAB-13852	MKK.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA21307	MKK_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21307	HapMap MKK	HIGH
NA21307	cell	Homo sapiens	HapMap MKK	lymphoblastoid	african	NA21307	P-MTAB-13849	NA21307	total_RNA	P-MTAB-13850	NA21307	biotin	P-MTAB-13851	NA21307_2_1	A-MEXP-930	P-MTAB-13852	MKK.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA21307	MKK_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21307	HapMap MKK	HIGH
NA21311	cell	Homo sapiens	HapMap MKK	lymphoblastoid	african	NA21311	P-MTAB-13849	NA21311	total_RNA	P-MTAB-13850	NA21311	biotin	P-MTAB-13851	NA21311_1_1	A-MEXP-930	P-MTAB-13852	MKK.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA21311	MKK_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21311	HapMap MKK	HIGH
NA21311	cell	Homo sapiens	HapMap MKK	lymphoblastoid	african	NA21311	P-MTAB-13849	NA21311	total_RNA	P-MTAB-13850	NA21311	biotin	P-MTAB-13851	NA21311_2_1	A-MEXP-930	P-MTAB-13852	MKK.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA21311	MKK_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21311	HapMap MKK	HIGH
NA21312	cell	Homo sapiens	HapMap MKK	lymphoblastoid	african	NA21312	P-MTAB-13849	NA21312	total_RNA	P-MTAB-13850	NA21312	biotin	P-MTAB-13851	NA21312_1_1	A-MEXP-930	P-MTAB-13852	MKK.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA21312	MKK_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21312	HapMap MKK	HIGH
NA21312	cell	Homo sapiens	HapMap MKK	lymphoblastoid	african	NA21312	P-MTAB-13849	NA21312	total_RNA	P-MTAB-13850	NA21312	biotin	P-MTAB-13851	NA21312_2_1	A-MEXP-930	P-MTAB-13852	MKK.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA21312	MKK_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21312	HapMap MKK	HIGH
NA21314	cell	Homo sapiens	HapMap MKK	lymphoblastoid	african	NA21314	P-MTAB-13849	NA21314	total_RNA	P-MTAB-13850	NA21314	biotin	P-MTAB-13851	NA21314_1_1	A-MEXP-930	P-MTAB-13852	MKK.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA21314	MKK_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21314	HapMap MKK	HIGH
NA21314	cell	Homo sapiens	HapMap MKK	lymphoblastoid	african	NA21314	P-MTAB-13849	NA21314	total_RNA	P-MTAB-13850	NA21314	biotin	P-MTAB-13851	NA21314_2_1	A-MEXP-930	P-MTAB-13852	MKK.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA21314	MKK_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21314	HapMap MKK	HIGH
NA21316	cell	Homo sapiens	HapMap MKK	lymphoblastoid	african	NA21316	P-MTAB-13849	NA21316	total_RNA	P-MTAB-13850	NA21316	biotin	P-MTAB-13851	NA21316_1_1	A-MEXP-930	P-MTAB-13852	MKK.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA21316	MKK_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21316	HapMap MKK	HIGH
NA21316	cell	Homo sapiens	HapMap MKK	lymphoblastoid	african	NA21316	P-MTAB-13849	NA21316	total_RNA	P-MTAB-13850	NA21316	biotin	P-MTAB-13851	NA21316_2_1	A-MEXP-930	P-MTAB-13852	MKK.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA21316	MKK_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21316	HapMap MKK	HIGH
NA21318	cell	Homo sapiens	HapMap MKK	lymphoblastoid	african	NA21318	P-MTAB-13849	NA21318	total_RNA	P-MTAB-13850	NA21318	biotin	P-MTAB-13851	NA21318_1_1	A-MEXP-930	P-MTAB-13852	MKK.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA21318	MKK_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21318	HapMap MKK	HIGH
NA21318	cell	Homo sapiens	HapMap MKK	lymphoblastoid	african	NA21318	P-MTAB-13849	NA21318	total_RNA	P-MTAB-13850	NA21318	biotin	P-MTAB-13851	NA21318_2_1	A-MEXP-930	P-MTAB-13852	MKK.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA21318	MKK_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21318	HapMap MKK	HIGH
NA21320	cell	Homo sapiens	HapMap MKK	lymphoblastoid	african	NA21320	P-MTAB-13849	NA21320	total_RNA	P-MTAB-13850	NA21320	biotin	P-MTAB-13851	NA21320_1_1	A-MEXP-930	P-MTAB-13852	MKK.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA21320	MKK_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21320	HapMap MKK	HIGH
NA21320	cell	Homo sapiens	HapMap MKK	lymphoblastoid	african	NA21320	P-MTAB-13849	NA21320	total_RNA	P-MTAB-13850	NA21320	biotin	P-MTAB-13851	NA21320_2_1	A-MEXP-930	P-MTAB-13852	MKK.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA21320	MKK_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21320	HapMap MKK	HIGH
NA21333	cell	Homo sapiens	HapMap MKK	lymphoblastoid	african	NA21333	P-MTAB-13849	NA21333	total_RNA	P-MTAB-13850	NA21333	biotin	P-MTAB-13851	NA21333_1_1	A-MEXP-930	P-MTAB-13852	MKK.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA21333	MKK_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21333	HapMap MKK	HIGH
NA21333	cell	Homo sapiens	HapMap MKK	lymphoblastoid	african	NA21333	P-MTAB-13849	NA21333	total_RNA	P-MTAB-13850	NA21333	biotin	P-MTAB-13851	NA21333_2_1	A-MEXP-930	P-MTAB-13852	MKK.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA21333	MKK_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21333	HapMap MKK	HIGH
NA21336	cell	Homo sapiens	HapMap MKK	lymphoblastoid	african	NA21336	P-MTAB-13849	NA21336	total_RNA	P-MTAB-13850	NA21336	biotin	P-MTAB-13851	NA21336_1_1	A-MEXP-930	P-MTAB-13852	MKK.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA21336	MKK_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21336	HapMap MKK	HIGH
NA21336	cell	Homo sapiens	HapMap MKK	lymphoblastoid	african	NA21336	P-MTAB-13849	NA21336	total_RNA	P-MTAB-13850	NA21336	biotin	P-MTAB-13851	NA21336_2_1	A-MEXP-930	P-MTAB-13852	MKK.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA21336	MKK_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21336	HapMap MKK	HIGH
NA21339	cell	Homo sapiens	HapMap MKK	lymphoblastoid	african	NA21339	P-MTAB-13849	NA21339	total_RNA	P-MTAB-13850	NA21339	biotin	P-MTAB-13851	NA21339_1_1	A-MEXP-930	P-MTAB-13852	MKK.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA21339	MKK_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21339	HapMap MKK	HIGH
NA21339	cell	Homo sapiens	HapMap MKK	lymphoblastoid	african	NA21339	P-MTAB-13849	NA21339	total_RNA	P-MTAB-13850	NA21339	biotin	P-MTAB-13851	NA21339_2_1	A-MEXP-930	P-MTAB-13852	MKK.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA21339	MKK_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA21339	HapMap MKK	HIGH
